guest_id,guest_name,nationality,preferred_language,loyalty_level,is_returning_guest
G01205,Oliver Weber,British,English,3,0
G01206,Olivia Petrov,British,English,3,0
G01207,Ivan Weber,Russian,Russian,1,0
G01208,Olivia Ivanov,British,English,3,0
G01209,Ahmet Dubois,Turkish,Turkish,2,0
G01210,Nikolai Dubois,Russian,Russian,3,1
G01211,Mehmet Demir,Turkish,Turkish,3,0
G01212,Can Wilson,Turkish,Turkish,3,0
G01213,Sophie Petrov,German,German,4,0
G01214,Can Şahin,Turkish,Turkish,3,0
G01215,Buse Schmidt,Turkish,Turkish,1,0
G01216,Max Petrov,German,German,3,0
G01217,Max Brown,German,German,3,0
G01218,Alice Şahin,French,French,2,0
G01219,Lucas Şahin,French,French,3,0
G01220,Emma Weber,British,English,4,0
G01221,Mert Taylor,Turkish,Turkish,2,0
G01222,Mert Öztürk,Turkish,Turkish,3,0
G01223,Grace Kaya,British,English,3,0
G01224,Nikolai Smirnov,Russian,Russian,4,0
G01225,Mehmet Müller,Turkish,Turkish,4,0
G01226,Zeynep Smirnov,Turkish,Turkish,4,0
G01227,Max Yılmaz,German,German,3,0
G01228,Nikolai Wilson,Russian,Russian,4,0
G01229,Ayşe Şahin,Turkish,Turkish,4,0
G01230,Elif Smirnov,Turkish,Turkish,3,0
G01231,Zeynep Jones,Turkish,Turkish,1,0
G01232,Leon Wilson,German,German,4,0
G01233,Harry Taylor,British,English,4,0
G01234,Emily Şahin,British,English,3,0
G01235,Ayşe Müller,Turkish,Turkish,1,0
G01236,Emre Smith,Turkish,Turkish,1,0
G01237,Buse Brown,Turkish,Turkish,2,1
G01238,Emma Ivanov,French,French,5,0
G01239,Mia Dubois,German,German,4,0
G01240,Louis Petrov,French,French,2,0
G01241,Lukas Şahin,German,German,2,0
G01242,Felix Jones,German,German,1,0
G01243,Felix Wilson,German,German,2,0
G01244,Emre Smith,Turkish,Turkish,4,0
G01245,Emma Brown,French,French,3,0
G01246,Ayşe Kaya,Turkish,Turkish,2,0
G01247,Irina Petrov,Russian,Russian,3,0
G01248,Emma Ivanov,British,English,4,0
G01249,Elif Wilson,Turkish,Turkish,2,0
G01250,Anna Smirnov,German,German,5,0
G01251,George Smith,British,English,2,0
G01252,Zeynep Petrov,Turkish,Turkish,2,1
G01253,Emma Jones,British,English,3,0
G01254,Can Wilson,Turkish,Turkish,4,0
G01255,Lukas Wilson,German,German,3,0
G01256,Zeynep Taylor,Turkish,Turkish,4,0
G01257,Jack Taylor,British,English,3,0
G01258,Ayşe Brown,Turkish,Turkish,2,0
G01259,Max Smith,German,German,4,1
G01260,Anna Schmidt,German,German,3,0
G01261,Sophie Martin,British,English,2,0
G01262,Gabriel Petrov,French,French,3,0
G01263,Harry Wilson,British,English,2,0
G01264,Elif Jones,Turkish,Turkish,4,0
G01265,Elif Weber,Turkish,Turkish,3,0
G01266,Ece Brown,Turkish,Turkish,1,0
G01267,Mert Jones,Turkish,Turkish,2,0
G01268,Olivia Müller,British,English,3,0
G01269,Emily Weber,British,English,4,0
G01270,Mehmet Wilson,Turkish,Turkish,1,0
G01271,Sophie Öztürk,British,English,5,0
G01272,Zeynep Wilson,Turkish,Turkish,4,0
G01273,Grace Ivanov,British,English,5,0
G01274,Grace Jones,British,English,2,0
G01275,Emre Ivanov,Turkish,Turkish,2,0
G01276,Grace Ivanov,British,English,1,0
G01277,Sophie Wilson,British,English,4,0
G01278,Camille Wilson,French,French,4,0
G01279,Emre Schmidt,Turkish,Turkish,3,0
G01280,Buse Brown,Turkish,Turkish,4,0
G01281,Ahmet Brown,Turkish,Turkish,3,0
G01282,Ece Wilson,Turkish,Turkish,2,0
G01283,Ayşe Şahin,Turkish,Turkish,3,0
G01284,Buse Weber,Turkish,Turkish,2,0
G01285,Nikolai Öztürk,Russian,Russian,5,1
G01286,Harry Petrov,British,English,3,0
G01287,Ece Öztürk,Turkish,Turkish,4,0
G01288,Elif Ivanov,Turkish,Turkish,3,0
G01289,Harry Weber,British,English,1,0
G01290,Can Taylor,Turkish,Turkish,3,0
G01291,Buse Demir,Turkish,Turkish,2,1
G01292,Emily Smith,British,English,3,0
G01293,Buse Dubois,Turkish,Turkish,4,0
G01294,Emily Öztürk,British,English,3,0
G01295,Elif Schmidt,Turkish,Turkish,1,0
G01296,Grace Kaya,British,English,4,0
G01297,Olivia Dubois,British,English,4,0
G01298,Mehmet Ivanov,Turkish,Turkish,5,0
G01299,Max Dubois,German,German,4,0
G01300,Emily Martin,British,English,1,0
G01301,Ayşe Ivanov,Turkish,Turkish,3,0
G01302,Ayşe Petrov,Turkish,Turkish,4,0
G01303,Zeynep Şahin,Turkish,Turkish,2,0
G01304,Olivia Müller,British,English,4,0
G01305,Grace Wilson,British,English,2,0
G01306,Zeynep Jones,Turkish,Turkish,2,0
G01307,Mert Müller,Turkish,Turkish,2,0
G01308,Emre Demir,Turkish,Turkish,4,1
G01309,Jack Taylor,British,English,2,1
G01310,Zeynep Weber,Turkish,Turkish,3,0
G01311,Sophie Şahin,British,English,2,0
G01312,George Kaya,British,English,3,0
G01313,Emma Demir,German,German,3,0
G01314,Ahmet Ivanov,Turkish,Turkish,1,1
G01315,Mehmet Taylor,Turkish,Turkish,4,0
G01316,Paul Weber,German,German,5,0
G01317,Grace Taylor,British,English,2,0
G01318,Alice Weber,French,French,4,0
G01319,Zeynep Yılmaz,Turkish,Turkish,3,0
G01320,Buse Brown,Turkish,Turkish,3,0
G01321,Buse Taylor,Turkish,Turkish,1,0
G01322,Buse Yılmaz,Turkish,Turkish,1,0
G01323,Emma Weber,British,English,2,0
G01324,Oliver Schmidt,British,English,2,0
G01325,Oliver Yılmaz,British,English,3,0
G01326,Harry Kaya,British,English,3,0
G01327,Emre Petrov,Turkish,Turkish,2,0
G01328,Mehmet Schmidt,Turkish,Turkish,3,0
G01329,Sophie Demir,British,English,5,0
G01330,Oliver Yılmaz,British,English,2,0
G01331,Alexei Martin,Russian,Russian,4,0
G01332,Mia Smirnov,German,German,2,0
G01333,Mehmet Kaya,Turkish,Turkish,2,0
G01334,Zeynep Petrov,Turkish,Turkish,2,0
G01335,Ayşe Martin,Turkish,Turkish,3,0
G01336,Oliver Weber,British,English,2,0
G01337,Can Öztürk,Turkish,Turkish,3,1
G01338,Zeynep Brown,Turkish,Turkish,1,0
G01339,Can Müller,Turkish,Turkish,4,0
G01340,James Smirnov,British,English,5,0
G01341,Ayşe Jones,Turkish,Turkish,2,0
G01342,Max Weber,German,German,2,0
G01343,Emre Schmidt,Turkish,Turkish,5,0
G01344,Ece Öztürk,Turkish,Turkish,3,0
G01345,Olivia Jones,British,English,1,0
G01346,Anna Şahin,Russian,Russian,2,0
G01347,Can Dubois,Turkish,Turkish,2,0
G01348,Harry Müller,British,English,3,0
G01349,Ahmet Martin,Turkish,Turkish,5,0
G01350,Mehmet Öztürk,Turkish,Turkish,1,0
G01351,Felix Dubois,German,German,3,0
G01352,Emma Demir,British,English,1,0
G01353,Buse Smith,Turkish,Turkish,3,0
G01354,Harry Taylor,British,English,3,0
G01355,Can Brown,Turkish,Turkish,2,0
G01356,Mehmet Petrov,Turkish,Turkish,3,1
G01357,Mert Wilson,Turkish,Turkish,4,0
G01358,Buse Brown,Turkish,Turkish,2,0
G01359,James Smith,British,English,2,0
G01360,Nikolai Smirnov,Russian,Russian,5,0
G01361,Jack Şahin,British,English,2,0
G01362,George Yılmaz,British,English,3,0
G01363,Elif Smirnov,Turkish,Turkish,3,0
G01364,Emre Şahin,Turkish,Turkish,3,0
G01365,Grace Brown,British,English,3,0
G01366,Harry Wilson,British,English,5,0
G01367,Ahmet Yılmaz,Turkish,Turkish,3,0
G01368,Ahmet Müller,Turkish,Turkish,5,0
G01369,George Brown,British,English,4,0
G01370,Emma Martin,German,German,2,0
G01371,Ahmet Petrov,Turkish,Turkish,2,0
G01372,Emma Wilson,German,German,3,0
G01373,Grace Yılmaz,British,English,2,0
G01374,Emily Yılmaz,British,English,2,0
G01375,Olivia Taylor,British,English,3,0
G01376,Ece Schmidt,Turkish,Turkish,2,0
G01377,Mehmet Wilson,Turkish,Turkish,2,0
G01378,Mehmet Öztürk,Turkish,Turkish,4,0
G01379,Ece Brown,Turkish,Turkish,5,0
G01380,Elif Şahin,Turkish,Turkish,4,0
G01381,Zeynep Wilson,Turkish,Turkish,5,0
G01382,Anna Schmidt,German,German,2,0
G01383,Zeynep Jones,Turkish,Turkish,2,0
G01384,George Smith,British,English,5,0
G01385,Ece Şahin,Turkish,Turkish,2,1
G01386,James Şahin,British,English,1,0
G01387,Manon Petrov,French,French,1,0
G01388,Paul Brown,German,German,3,0
G01389,Mert Brown,Turkish,Turkish,3,0
G01390,Can Öztürk,Turkish,Turkish,4,0
G01391,Felix Dubois,German,German,1,0
G01392,Emily Dubois,British,English,1,0
G01393,Oliver Smirnov,British,English,3,0
G01394,Sophie Öztürk,German,German,4,0
G01395,Emre Yılmaz,Turkish,Turkish,4,0
G01396,Paul Jones,German,German,3,0
G01397,Buse Martin,Turkish,Turkish,4,0
G01398,Buse Weber,Turkish,Turkish,3,0
G01399,Lukas Dubois,German,German,2,0
G01400,Sophie Kaya,British,English,3,0
G01401,Emre Schmidt,Turkish,Turkish,3,0
G01402,Olivia Brown,British,English,2,0
G01403,Paul Kaya,German,German,5,0
G01404,Elif Wilson,Turkish,Turkish,1,0
G01405,Elif Brown,Turkish,Turkish,3,0
G01406,Mert Ivanov,Turkish,Turkish,3,0
G01407,Sophie Wilson,British,English,4,0
G01408,Mehmet Weber,Turkish,Turkish,2,0
G01409,Zeynep Kaya,Turkish,Turkish,2,0
G01410,Buse Martin,Turkish,Turkish,4,1
G01411,Ece Yılmaz,Turkish,Turkish,4,0
G01412,Emma Öztürk,British,English,2,0
G01413,Ahmet Dubois,Turkish,Turkish,3,0
G01414,Mert Ivanov,Turkish,Turkish,3,0
G01415,Ayşe Jones,Turkish,Turkish,3,1
G01416,Mehmet Müller,Turkish,Turkish,5,0
G01417,Emre Brown,Turkish,Turkish,1,0
G01418,Zeynep Jones,Turkish,Turkish,3,1
G01419,Sophie Dubois,British,English,3,0
G01420,Zeynep Ivanov,Turkish,Turkish,3,1
G01421,Emre Wilson,Turkish,Turkish,3,0
G01422,Emma Dubois,British,English,4,0
G01423,Emre Öztürk,Turkish,Turkish,2,0
G01424,Emma Brown,British,English,3,0
G01425,Buse Schmidt,Turkish,Turkish,3,0
G01426,Emily Smith,British,English,4,0
G01427,Elif Jones,Turkish,Turkish,3,0
G01428,George Öztürk,British,English,4,0
G01429,Mert Yılmaz,Turkish,Turkish,3,0
G01430,Lukas Yılmaz,German,German,4,0
G01431,Lukas Taylor,German,German,3,0
G01432,Emily Petrov,British,English,1,0
G01433,Emre Dubois,Turkish,Turkish,2,0
G01434,Jack Schmidt,British,English,4,0
G01435,Max Taylor,German,German,1,0
G01436,Oliver Dubois,British,English,1,0
G01437,Ahmet Taylor,Turkish,Turkish,3,0
G01438,Ahmet Jones,Turkish,Turkish,2,1
G01439,Grace Brown,British,English,2,0
G01440,Emre Kaya,Turkish,Turkish,3,0
G01441,Elif Dubois,Turkish,Turkish,2,0
G01442,George Weber,British,English,2,0
G01443,Sophie Yılmaz,British,English,4,0
G01444,Elif Ivanov,Turkish,Turkish,2,0
G01445,Laura Jones,German,German,2,0
G01446,Mert Öztürk,Turkish,Turkish,5,0
G01447,Grace Yılmaz,British,English,5,0
G01448,Emma Demir,British,English,2,0
G01449,Ayşe Martin,Turkish,Turkish,3,0
G01450,Ivan Petrov,Russian,Russian,3,0
G01451,Ahmet Smirnov,Turkish,Turkish,4,0
G01452,Grace Kaya,British,English,4,0
G01453,Elif Petrov,Turkish,Turkish,4,0
G01454,Elena Ivanov,Russian,Russian,2,0
G01455,Zeynep Demir,Turkish,Turkish,1,0
G01456,Elif Martin,Turkish,Turkish,5,0
G01457,Paul Taylor,German,German,3,0
G01458,Jack Smith,British,English,2,0
G01459,Olivia Weber,British,English,5,0
G01460,Emre Schmidt,Turkish,Turkish,3,0
G01461,Buse Öztürk,Turkish,Turkish,3,0
G01462,Buse Yılmaz,Turkish,Turkish,2,0
G01463,James Öztürk,British,English,3,0
G01464,James Petrov,British,English,3,0
G01465,Jack Wilson,British,English,4,0
G01466,Max Yılmaz,German,German,4,1
G01467,Elif Smirnov,Turkish,Turkish,2,0
G01468,Zeynep Ivanov,Turkish,Turkish,2,0
G01469,Emre Smith,Turkish,Turkish,2,1
G01470,Mia Kaya,German,German,2,0
G01471,Zeynep Brown,Turkish,Turkish,2,0
G01472,Mehmet Müller,Turkish,Turkish,2,0
G01473,Jack Petrov,British,English,2,0
G01474,Irina Öztürk,Russian,Russian,4,0
G01475,Emre Smith,Turkish,Turkish,4,0
G01476,Sophie Weber,German,German,1,0
G01477,Manon Ivanov,French,French,5,0
G01478,Elif Müller,Turkish,Turkish,2,0
G01479,Emily Petrov,British,English,3,0
G01480,Alexei Weber,Russian,Russian,3,0
G01481,Buse Taylor,Turkish,Turkish,1,0
G01482,Emma Taylor,British,English,1,0
G01483,Buse Müller,Turkish,Turkish,3,0
G01484,Emre Şahin,Turkish,Turkish,1,0
G01485,Mehmet Öztürk,Turkish,Turkish,2,0
G01486,Mehmet Yılmaz,Turkish,Turkish,3,0
G01487,Harry Petrov,British,English,5,0
G01488,Buse Smith,Turkish,Turkish,2,0
G01489,Emily Martin,British,English,3,0
G01490,James Kaya,British,English,4,0
G01491,Jack Öztürk,British,English,2,0
G01492,Jack Kaya,British,English,2,0
G01493,Manon Dubois,French,French,5,0
G01494,Mert Jones,Turkish,Turkish,3,0
G01495,James Smirnov,British,English,3,0
G01496,Harry Smith,British,English,2,0
G01497,Emma Weber,British,English,1,1
G01498,Gabriel Kaya,French,French,2,1
G01499,George Weber,British,English,2,0
G01500,Gabriel Petrov,French,French,2,0
G01501,Can Müller,Turkish,Turkish,2,0
G01502,Harry Yılmaz,British,English,2,0
G01503,Lukas Smirnov,German,German,3,0
G01504,Mert Öztürk,Turkish,Turkish,2,0
G01505,Emma Martin,British,English,3,0
G01506,Mert Müller,Turkish,Turkish,3,0
G01507,Camille Smirnov,French,French,2,0
G01508,Zeynep Kaya,Turkish,Turkish,3,0
G01509,Ayşe Taylor,Turkish,Turkish,2,0
G01510,Elena Öztürk,Russian,Russian,2,0
G01511,Mehmet Martin,Turkish,Turkish,1,0
G01512,Grace Wilson,British,English,3,0
G01513,Mehmet Şahin,Turkish,Turkish,5,0
G01514,James Ivanov,British,English,2,0
G01515,Emma Müller,British,English,2,0
G01516,Emma Brown,German,German,5,0
G01517,Mert Brown,Turkish,Turkish,4,0
G01518,Gabriel Wilson,French,French,1,0
G01519,Emma Weber,French,French,4,0
G01520,Jack Dubois,British,English,4,0
G01521,Olivia Smith,British,English,3,0
G01522,George Ivanov,British,English,5,0
G01523,George Şahin,British,English,4,1
G01524,Mehmet Dubois,Turkish,Turkish,3,0
G01525,Emma Dubois,German,German,2,0
G01526,George Martin,British,English,3,1
G01527,Ahmet Brown,Turkish,Turkish,3,0
G01528,Zeynep Petrov,Turkish,Turkish,2,0
G01529,Ahmet Wilson,Turkish,Turkish,3,0
G01530,Mert Şahin,Turkish,Turkish,1,0
G01531,Dmitri Ivanov,Russian,Russian,2,0
G01532,Anna Smirnov,Russian,Russian,4,0
G01533,Emily Smirnov,British,English,2,1
G01534,Jack Demir,British,English,3,0
G01535,Mert Taylor,Turkish,Turkish,2,1
G01536,Can Weber,Turkish,Turkish,3,0
G01537,Zeynep Ivanov,Turkish,Turkish,2,0
G01538,George Taylor,British,English,2,0
G01539,Buse Dubois,Turkish,Turkish,4,0
G01540,Mehmet Jones,Turkish,Turkish,3,0
G01541,Zeynep Taylor,Turkish,Turkish,4,0
G01542,Zeynep Yılmaz,Turkish,Turkish,4,0
G01543,Emily Schmidt,British,English,2,0
G01544,George Schmidt,British,English,4,1
G01545,Anna Brown,Russian,Russian,3,0
G01546,Elif Smirnov,Turkish,Turkish,3,0
G01547,Mia Jones,German,German,1,0
G01548,Emre Dubois,Turkish,Turkish,1,0
G01549,Harry Wilson,British,English,3,0
G01550,Anna Wilson,German,German,1,0
G01551,Mert Martin,Turkish,Turkish,3,0
G01552,Olivia Öztürk,British,English,3,0
G01553,Can Yılmaz,Turkish,Turkish,5,0
G01554,Emre Öztürk,Turkish,Turkish,1,0
G01555,Leon Öztürk,German,German,5,0
G01556,Harry Dubois,British,English,3,1
G01557,James Ivanov,British,English,4,0
G01558,Olivia Schmidt,British,English,1,1
G01559,Mert Brown,Turkish,Turkish,5,0
G01560,Mert Jones,Turkish,Turkish,1,0
G01561,Grace Schmidt,British,English,2,0
G01562,Mia Smirnov,German,German,2,0
G01563,Can Brown,Turkish,Turkish,4,0
G01564,Anna Wilson,German,German,3,0
G01565,Ece Weber,Turkish,Turkish,3,0
G01566,Mehmet Brown,Turkish,Turkish,5,0
G01567,Felix Kaya,German,German,2,0
G01568,Zeynep Weber,Turkish,Turkish,3,0
G01569,Louis Müller,French,French,2,0
G01570,Ahmet Schmidt,Turkish,Turkish,2,0
G01571,Mehmet Demir,Turkish,Turkish,1,0
G01572,Nikolai Şahin,Russian,Russian,2,0
G01573,Leon Kaya,German,German,2,0
G01574,Emre Smirnov,Turkish,Turkish,2,0
G01575,Ahmet Jones,Turkish,Turkish,1,1
G01576,Buse Martin,Turkish,Turkish,3,0
G01577,Felix Schmidt,German,German,1,0
G01578,Olga Wilson,Russian,Russian,2,0
G01579,Mehmet Yılmaz,Turkish,Turkish,3,0
G01580,Lukas Demir,German,German,3,0
G01581,Dmitri Dubois,Russian,Russian,3,0
G01582,Max Yılmaz,German,German,3,0
G01583,Emma Yılmaz,German,German,3,0
G01584,Jack Jones,British,English,4,0
G01585,Lucas Weber,French,French,2,0
G01586,Ayşe Dubois,Turkish,Turkish,2,0
G01587,Emre Weber,Turkish,Turkish,2,0
G01588,Buse Jones,Turkish,Turkish,1,1
G01589,Lukas Petrov,German,German,1,0
G01590,Paul Ivanov,German,German,2,0
G01591,Max Jones,German,German,5,0
G01592,Jack Kaya,British,English,2,0
G01593,Jack Schmidt,British,English,1,0
G01594,Emre Demir,Turkish,Turkish,2,0
G01595,Ece Kaya,Turkish,Turkish,1,0
G01596,Olivia Ivanov,British,English,5,0
G01597,Ece Martin,Turkish,Turkish,2,0
G01598,Jack Weber,British,English,3,1
G01599,Buse Öztürk,Turkish,Turkish,5,0
G01600,Lucas Smirnov,French,French,1,0
G01601,Jack Jones,British,English,1,0
G01602,Lucas Jones,French,French,4,0
G01603,Oliver Jones,British,English,3,1
G01604,Oliver Demir,British,English,3,0
G01605,Anna Smirnov,German,German,2,0
G01606,Emre Brown,Turkish,Turkish,4,0
G01607,Mehmet Wilson,Turkish,Turkish,3,0
G01608,Olivia Öztürk,British,English,3,0
G01609,Ahmet Petrov,Turkish,Turkish,2,0
G01610,Ece Martin,Turkish,Turkish,4,0
G01611,Emre Smirnov,Turkish,Turkish,4,0
G01612,Buse Demir,Turkish,Turkish,4,0
G01613,Emily Schmidt,British,English,4,0
G01614,Mehmet Martin,Turkish,Turkish,4,0
G01615,Emma Şahin,British,English,3,0
G01616,Ece Yılmaz,Turkish,Turkish,3,0
G01617,Emma Schmidt,German,German,3,0
G01618,Can Martin,Turkish,Turkish,4,0
G01619,Elena Smirnov,Russian,Russian,2,0
G01620,Buse Yılmaz,Turkish,Turkish,3,0
G01621,Ece Dubois,Turkish,Turkish,3,0
G01622,Emre Öztürk,Turkish,Turkish,2,0
G01623,James Smith,British,English,2,0
G01624,Emma Ivanov,German,German,3,0
G01625,Olivia Demir,British,English,5,0
G01626,Olivia Brown,British,English,3,0
G01627,Ahmet Ivanov,Turkish,Turkish,2,0
G01628,Ayşe Ivanov,Turkish,Turkish,3,0
G01629,Lea Smirnov,French,French,1,1
G01630,Ayşe Müller,Turkish,Turkish,2,0
G01631,Dmitri Brown,Russian,Russian,3,0
G01632,Ahmet Schmidt,Turkish,Turkish,3,0
G01633,Hugo Wilson,French,French,2,0
G01634,Ahmet Ivanov,Turkish,Turkish,1,0
G01635,Buse Smirnov,Turkish,Turkish,2,1
G01636,Elif Martin,Turkish,Turkish,4,0
G01637,George Şahin,British,English,3,0
G01638,Ahmet Weber,Turkish,Turkish,3,0
G01639,Sophie Ivanov,German,German,1,0
G01640,Can Şahin,Turkish,Turkish,5,0
G01641,Emily Müller,British,English,4,0
G01642,Irina Wilson,Russian,Russian,1,0
G01643,Buse Schmidt,Turkish,Turkish,5,0
G01644,Emily Brown,British,English,3,0
G01645,Ece Petrov,Turkish,Turkish,5,0
G01646,Mert Demir,Turkish,Turkish,2,0
G01647,Anna Petrov,Russian,Russian,4,0
G01648,Mehmet Smith,Turkish,Turkish,4,0
G01649,Emre Schmidt,Turkish,Turkish,4,0
G01650,Ece Petrov,Turkish,Turkish,4,1
G01651,Emily Yılmaz,British,English,3,0
G01652,Elif Brown,Turkish,Turkish,3,0
G01653,James Brown,British,English,3,0
G01654,Paul Ivanov,German,German,1,0
G01655,Leon Müller,German,German,3,0
G01656,Olivia Öztürk,British,English,5,0
G01657,Lukas Öztürk,German,German,1,1
G01658,Lukas Wilson,German,German,2,0
G01659,Buse Smirnov,Turkish,Turkish,2,0
G01660,Leon Öztürk,German,German,3,0
G01661,Paul Ivanov,German,German,4,0
G01662,Anna Şahin,German,German,3,0
G01663,Emre Martin,Turkish,Turkish,3,0
G01664,Mert Ivanov,Turkish,Turkish,3,0
G01665,Zeynep Smith,Turkish,Turkish,3,0
G01666,Emma Schmidt,British,English,1,1
G01667,Hugo Smirnov,French,French,5,0
G01668,Laura Öztürk,German,German,5,0
G01669,Emre Ivanov,Turkish,Turkish,3,0
G01670,Gabriel Kaya,French,French,5,0
G01671,Leon Weber,German,German,3,0
G01672,Oliver Jones,British,English,2,1
G01673,Paul Martin,German,German,4,0
G01674,Zeynep Wilson,Turkish,Turkish,1,0
G01675,Zeynep Petrov,Turkish,Turkish,2,0
G01676,Emily Öztürk,British,English,2,0
G01677,Ayşe Öztürk,Turkish,Turkish,3,0
G01678,Can Yılmaz,Turkish,Turkish,3,1
G01679,Elif Şahin,Turkish,Turkish,2,0
G01680,George Dubois,British,English,5,0
G01681,Jack Weber,British,English,2,0
G01682,Paul Brown,German,German,2,0
G01683,Zeynep Şahin,Turkish,Turkish,3,0
G01684,Emma Smirnov,French,French,1,0
G01685,Hugo Schmidt,French,French,3,0
G01686,Elif Schmidt,Turkish,Turkish,5,0
G01687,Alice Petrov,French,French,1,0
G01688,George Weber,British,English,2,0
G01689,Jack Şahin,British,English,3,0
G01690,Sofia Kaya,Russian,Russian,3,0
G01691,Elif Ivanov,Turkish,Turkish,4,1
G01692,Sophie Martin,German,German,1,1
G01693,Zeynep Weber,Turkish,Turkish,2,0
G01694,Emily Petrov,British,English,4,0
G01695,Anna Müller,Russian,Russian,3,0
G01696,Can Brown,Turkish,Turkish,4,0
G01697,Can Demir,Turkish,Turkish,5,0
G01698,Zeynep Smith,Turkish,Turkish,3,1
G01699,Can Jones,Turkish,Turkish,5,0
G01700,Laura Petrov,German,German,2,0
G01701,Jack Müller,British,English,1,0
G01702,Elif Yılmaz,Turkish,Turkish,2,1
G01703,Sofia Wilson,Russian,Russian,2,0
G01704,Laura Smith,German,German,2,0
G01705,Emma Demir,German,German,3,0
G01706,Ece Smirnov,Turkish,Turkish,4,0
G01707,Mert Yılmaz,Turkish,Turkish,2,0
G01708,Oliver Petrov,British,English,4,0
G01709,Mia Brown,German,German,2,0
G01710,Anna Taylor,Russian,Russian,2,0
G01711,Ece Ivanov,Turkish,Turkish,4,0
G01712,Laura Müller,German,German,5,0
G01713,Ayşe Weber,Turkish,Turkish,2,0
G01714,Oliver Martin,British,English,3,0
G01715,Emma Demir,British,English,4,0
G01716,Ayşe Dubois,Turkish,Turkish,2,0
G01717,Ece Taylor,Turkish,Turkish,4,0
G01718,Elif Brown,Turkish,Turkish,3,0
G01719,James Müller,British,English,5,0
G01720,Buse Smirnov,Turkish,Turkish,2,0
G01721,Lukas Brown,German,German,2,1
G01722,Maria Wilson,Russian,Russian,2,0
G01723,Oliver Yılmaz,British,English,3,0
G01724,Ayşe Öztürk,Turkish,Turkish,1,0
G01725,Elena Martin,Russian,Russian,2,0
G01726,Grace Dubois,British,English,4,0
G01727,Emma Ivanov,British,English,2,0
G01728,Ece Jones,Turkish,Turkish,2,0
G01729,Can Martin,Turkish,Turkish,2,0
G01730,Zeynep Şahin,Turkish,Turkish,4,0
G01731,Mert Demir,Turkish,Turkish,4,0
G01732,Paul Demir,German,German,3,0
G01733,Elif Şahin,Turkish,Turkish,2,0
G01734,Mert Öztürk,Turkish,Turkish,2,0
G01735,Emma Petrov,British,English,4,0
G01736,Ayşe Martin,Turkish,Turkish,3,0
G01737,Emma Schmidt,British,English,4,0
G01738,Mert Weber,Turkish,Turkish,5,0
G01739,Mia Ivanov,German,German,2,0
G01740,Ayşe Petrov,Turkish,Turkish,4,0
G01741,Paul Jones,German,German,4,0
G01742,Paul Müller,German,German,1,0
G01743,Buse Yılmaz,Turkish,Turkish,1,0
G01744,Elif Ivanov,Turkish,Turkish,1,0
G01745,Sophie Taylor,British,English,2,0
G01746,Emily Smith,British,English,3,0
G01747,Buse Wilson,Turkish,Turkish,3,0
G01748,Ahmet Taylor,Turkish,Turkish,2,0
G01749,James Schmidt,British,English,2,0
G01750,Ivan Weber,Russian,Russian,2,0
G01751,Zeynep Petrov,Turkish,Turkish,5,0
G01752,Zeynep Kaya,Turkish,Turkish,3,0
G01753,Emily Yılmaz,British,English,2,0
G01754,Max Schmidt,German,German,1,0
G01755,James Brown,British,English,2,0
G01756,Jack Demir,British,English,4,0
G01757,Emma Wilson,British,English,3,0
G01758,Felix Wilson,German,German,3,0
G01759,Can Brown,Turkish,Turkish,2,0
G01760,Sophie Kaya,British,English,4,0
G01761,James Taylor,British,English,3,0
G01762,Buse Martin,Turkish,Turkish,3,0
G01763,Elif Martin,Turkish,Turkish,4,0
G01764,Oliver Öztürk,British,English,3,0
G01765,Emre Demir,Turkish,Turkish,2,0
G01766,Ece Şahin,Turkish,Turkish,2,0
G01767,Mehmet Taylor,Turkish,Turkish,4,0
G01768,Buse Wilson,Turkish,Turkish,3,0
G01769,Mehmet Taylor,Turkish,Turkish,4,1
G01770,Oliver Şahin,British,English,3,0
G01771,Jack Öztürk,British,English,3,0
G01772,Sophie Brown,British,English,3,0
G01773,Oliver Schmidt,British,English,4,0
G01774,Emre Şahin,Turkish,Turkish,3,0
G01775,Emma Martin,German,German,1,0
G01776,Lukas Jones,German,German,4,0
G01777,Elif Wilson,Turkish,Turkish,4,0
G01778,Emily Smith,British,English,1,0
G01779,Paul Petrov,German,German,4,0
G01780,George Weber,British,English,5,0
G01781,Grace Öztürk,British,English,2,0
G01782,Olivia Schmidt,British,English,5,0
G01783,Buse Schmidt,Turkish,Turkish,2,0
G01784,Buse Yılmaz,Turkish,Turkish,2,0
G01785,Buse Smith,Turkish,Turkish,3,0
G01786,Can Kaya,Turkish,Turkish,5,1
G01787,Can Wilson,Turkish,Turkish,4,0
G01788,Grace Müller,British,English,2,0
G01789,Lukas Ivanov,German,German,2,0
G01790,Zeynep Taylor,Turkish,Turkish,2,0
G01791,Grace Ivanov,British,English,3,0
G01792,Mert Smith,Turkish,Turkish,2,0
G01793,Ahmet Dubois,Turkish,Turkish,2,0
G01794,Ece Yılmaz,Turkish,Turkish,2,0
G01795,Elif Smith,Turkish,Turkish,3,0
G01796,Buse Smith,Turkish,Turkish,2,0
G01797,James Jones,British,English,4,0
G01798,Elif Müller,Turkish,Turkish,4,0
G01799,Ayşe Schmidt,Turkish,Turkish,3,0
G01800,Emma Smith,German,German,5,0
G01801,Max Şahin,German,German,5,0
